id,predicted_class,predicted_group,expected_group,consistent
TEST_00418,컨티넨탈_10세대_2017_2019,미국,미국,True
TEST_00419,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_00420,코나_2018_2020,현대,현대,True
TEST_00421,에스컬레이드_5세대_2021_2024,미국,미국,True
TEST_00422,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_00423,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_00424,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_00425,더_뉴_파사트_2012_2019,기타 독일차,기타 독일차,True
TEST_00426,XM3_2020_2023,일본/프랑스,일본/프랑스,True
TEST_00427,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_00428,트랙스_크로스오버_2024_2025,미국,미국,True
TEST_00429,Q7_4M_2020_2023,기타 독일차,기타 독일차,True
TEST_00430,5시리즈_G30_2017_2023,BMW,BMW,True
TEST_00431,XC90_2세대_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00432,G70_2018_2020,제네시스,제네시스,True
TEST_00433,레인지로버_이보크_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00434,XC40_2019_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00435,스토닉_2018_2020,기아,기아,True
TEST_00436,팰리세이드_LX3_2025,현대,현대,True
TEST_00437,쏘나타_디_엣지_DN8_2024_2025,현대,현대,True
TEST_00438,더_뉴_K3_2016_2018,기아,기아,True
TEST_00439,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00440,718_박스터_2017_2024,기타 독일차,기타 독일차,True
TEST_00441,뉴_CC_2012_2016,기타 독일차,기타 독일차,True
TEST_00442,콰트로포르테_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00443,팰리세이드_2019_2022,현대,현대,True
TEST_00444,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_00445,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_00446,아테온_2018_2023,기타 독일차,기타 독일차,True
TEST_00447,골프_7세대_2013_2016,기타 독일차,기타 독일차,True
TEST_00448,파나메라_971_2017_2023,기타 독일차,기타 독일차,True
TEST_00449,박스터_718_2017_2024,기타 독일차,기타 독일차,True
TEST_00450,더_뉴_K3_2016_2018,기아,기아,True
TEST_00451,E_클래스_W213_2021_2023,벤츠,벤츠,True
TEST_00452,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_00453,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_00454,트레일블레이저_2023,미국,미국,True
TEST_00455,M4_F82_2015_2020,BMW,BMW,True
TEST_00456,일렉트리파이드_GV70_2022_2024,제네시스,제네시스,True
TEST_00457,뉴QM3_2018_2019,일본/프랑스,일본/프랑스,True
TEST_00458,GLS_클래스_X167_2020_2024,벤츠,벤츠,True
TEST_00459,3시리즈_GT_F34_2014_2021,BMW,BMW,True
TEST_00460,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_00461,올_뉴_투싼_TL_2019_2020,현대,현대,True
TEST_00462,더_뉴_K5_2세대_2019_2020,기아,기아,True
TEST_00463,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_00464,모하비_더_마스터_2020_2024,기아,기아,True
TEST_00465,X6_F16_2015_2019,BMW,BMW,True
TEST_00466,X1_F48_2016_2019,BMW,BMW,True
TEST_00467,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_00468,티볼리_아머_2018_2019,기타,기타,True
TEST_00469,3008_2세대_2018_2023,기타,기타,True
TEST_00470,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_00471,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_00472,뉴_QM5_2012_2014,일본/프랑스,일본/프랑스,True
TEST_00473,GV70_2021_2023,제네시스,제네시스,True
TEST_00474,더_뉴_QM6_2024_2025,일본/프랑스,일본/프랑스,True
TEST_00475,디펜더_L663_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_00476,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_00477,모델_3_2024_2025,미국,미국,True
TEST_00478,그랜저TG_2007_2008,현대,현대,True
TEST_00479,V40_2015_2018,유럽 프리미엄,유럽 프리미엄,True
TEST_00480,올_뉴_카니발_2015_2019,기아,기아,True
TEST_00481,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_00482,올_뉴_K7_하이브리드_2017_2019,기아,기아,True
TEST_00483,XE_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00484,XM3_2024,일본/프랑스,일본/프랑스,True
TEST_00485,더_뉴_셀토스_2023_2025,기아,기아,True
TEST_00486,뉴_MKZ_2017_2020,미국,미국,True
TEST_00487,YF쏘나타_2009_2012,현대,현대,True
TEST_00488,프리우스_4세대_2019_2022,일본/프랑스,일본/프랑스,True
TEST_00489,더_뉴스포티지R_2014_2016,기아,기아,True
TEST_00490,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_00491,파일럿_3세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_00492,C_클래스_W205_2015_2021,벤츠,벤츠,True
TEST_00493,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_00494,액티언_2세대_2025,기타,기타,True
TEST_00495,라브4_4세대_2013_2018,일본/프랑스,일본/프랑스,True
TEST_00496,S60_3세대_2020_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_00497,GV80_2024_2025,제네시스,제네시스,True
TEST_00498,3시리즈_GT_F34_2014_2021,BMW,BMW,True
TEST_00499,X5_F15_2014_2018,BMW,BMW,True
TEST_00500,K8_2022_2024,기아,기아,True
TEST_00501,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_00502,GLS_클래스_X166_2017_2019,벤츠,벤츠,True
TEST_00503,뉴쏘렌토_R_2013_2014,기아,기아,True
TEST_00504,X6_G06_2020_2023,BMW,BMW,True
TEST_00505,더_올뉴투싼_하이브리드_2021_2023,현대,현대,True
TEST_00506,2008_2015_2017,기타,기타,True
TEST_00507,올_뉴_모닝_2012_2015,기아,기아,True
TEST_00508,EQA_H243_2021_2024,벤츠,벤츠,True
TEST_00509,V90_크로스컨트리_2018_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_00510,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_00511,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_00512,그랜드카니발_2006_2010,기아,기아,True
TEST_00513,파나메라_971_2017_2023,기타 독일차,기타 독일차,True
TEST_00514,뉴_GV80_2024_2025,제네시스,제네시스,True
TEST_00515,E_클래스_W213_2017_2020,벤츠,벤츠,True
TEST_00516,X5_G05_2024_2025,BMW,BMW,True
TEST_00517,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_00518,1시리즈_F40_2020_2024,BMW,BMW,True
TEST_00519,XC90_2세대_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00520,모하비_더_마스터_2020_2024,기아,기아,True
TEST_00521,익스플로러_6세대_2020_2025,미국,미국,True
TEST_00522,올_뉴_모닝_2012_2015,기아,기아,True
TEST_00523,GLS_클래스_X166_2017_2019,벤츠,벤츠,True
TEST_00524,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_00525,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_00526,XE_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00527,레니게이드_2015_2017,미국,미국,True
TEST_00528,F_PACE_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00529,뉴_제타_2011_2016,기타 독일차,기타 독일차,True
TEST_00530,EQS_V297_2022_2023,벤츠,벤츠,True
TEST_00531,C_클래스_W205_2015_2021,벤츠,벤츠,True
TEST_00532,스팅어_마이스터_2021_2023,기아,기아,True
TEST_00533,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_00534,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_00535,몬데오_4세대_2015_2020,미국,미국,True
TEST_00536,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00537,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_00538,파일럿_3세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_00539,뉴_ES300h_2013_2015,일본/프랑스,일본/프랑스,True
TEST_00540,컨티넨탈_GT_2세대_2012_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_00541,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00542,투싼_NX4_2021_2023,현대,현대,True
TEST_00543,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_00544,더_뉴_모하비_2017_2019,기아,기아,True
TEST_00545,G80_RG3_2021_2023,제네시스,제네시스,True
TEST_00546,S90_2021_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_00547,아반떼_MD_2011_2014,현대,현대,True
TEST_00548,K8_2022_2024,기아,기아,True
TEST_00549,카니발_4세대_2022_2023,기아,기아,True
TEST_00550,아베오_2012_2016,미국,미국,True
TEST_00551,올란도_2012_2018,미국,미국,True
TEST_00552,체로키_KL_2019_2023,미국,미국,True
TEST_00553,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_00554,카이엔_PO536_2019_2023,기타 독일차,기타 독일차,True
TEST_00555,XE_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00556,G80_2017_2020,제네시스,제네시스,True
TEST_00557,K7_프리미어_하이브리드_2020_2021,기아,기아,True
TEST_00558,타이칸_2021_2025,기타 독일차,기타 독일차,True
TEST_00559,RAV4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_00560,골프_7세대_2013_2016,기타 독일차,기타 독일차,True
TEST_00561,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_00562,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_00563,싼타페_MX5_2024_2025,현대,현대,True
TEST_00564,더_뉴_렉스턴_스포츠_2021_2025,기타,기타,True
TEST_00565,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_00566,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_00567,C_클래스_W205_2015_2021,벤츠,벤츠,True
TEST_00568,트랙스_2013_2016,미국,미국,True
TEST_00569,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_00570,디_올뉴니로EV_2023_2024,기아,기아,True
TEST_00571,UX250h_2019_2024,일본/프랑스,일본/프랑스,True
TEST_00572,베뉴_2020_2024,현대,현대,True
TEST_00573,더_뉴_K5_2세대_2019_2020,기아,기아,True
TEST_00574,팰리세이드_2019_2022,현대,현대,True
TEST_00575,3시리즈_G20_2023_2025,BMW,BMW,True
TEST_00576,올_뉴_K7_하이브리드_2017_2019,기아,기아,True
TEST_00577,더_뉴_코나_2021_2023,현대,현대,True
TEST_00578,V90_크로스컨트리_2018_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_00579,에스컬레이드_5세대_2021_2024,미국,미국,True
TEST_00580,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_00581,더_뉴_셀토스_2023_2025,기아,기아,True
TEST_00582,G80_RG3_2025,제네시스,제네시스,True
TEST_00583,All_New_XJ_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00584,M5_F90_2018_2023,BMW,BMW,True
TEST_00585,그랜저_IG_2017_2019,현대,현대,True
TEST_00586,GV80_2020_2022,제네시스,제네시스,True
TEST_00587,트래버스_2020_2023,미국,미국,True
TEST_00588,S_클래스_W221_2006_2013,벤츠,벤츠,True
TEST_00589,6시리즈_F12_2011_2018,BMW,BMW,True
TEST_00590,뉴_ES300h_2013_2015,일본/프랑스,일본/프랑스,True
TEST_00591,New_XF_2012_2015,유럽 프리미엄,유럽 프리미엄,True
TEST_00592,쏘나타_DN8_2020_2023,현대,현대,True
TEST_00593,A6_C8_2019_2025,기타 독일차,기타 독일차,True
TEST_00594,올_뉴_K3_2019_2021,기아,기아,True
TEST_00595,에비에이터_2세대_2020_2025,미국,미국,True
TEST_00596,컴패스_2세대_2018_2022,미국,미국,True
TEST_00597,베뉴_2020_2024,현대,현대,True
TEST_00598,A5_F5_2019_2024,기타 독일차,기타 독일차,True
TEST_00599,아테온_2018_2023,기타 독일차,기타 독일차,True
TEST_00600,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_00601,더_뉴_파사트_2012_2019,기타 독일차,기타 독일차,True
TEST_00602,카니발_4세대_2021,기아,기아,True
TEST_00603,A_클래스_W176_2015_2018,벤츠,벤츠,True
TEST_00604,F150_2004_2021,미국,미국,True
TEST_00605,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_00606,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00607,2008_2015_2017,기타,기타,True
TEST_00608,2시리즈_액티브_투어러_F45_2019_2021,BMW,BMW,True
TEST_00609,그랜저_HG_2011_2014,현대,현대,True
TEST_00610,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_00611,스포티지_4세대_2016_2018,기아,기아,True
TEST_00612,랭글러_JK_2009_2017,미국,미국,True
TEST_00613,S_클래스_W223_2021_2025,벤츠,벤츠,True
TEST_00614,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_00615,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_00616,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_00617,X6_G06_2020_2023,BMW,BMW,True
TEST_00618,더_뉴_니로_2020_2022,기아,기아,True
TEST_00619,뉴_QM6_2021_2023,일본/프랑스,일본/프랑스,True
TEST_00620,더_뉴_아반떼_2014_2016,현대,현대,True
TEST_00621,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_00622,X6_G06_2020_2023,BMW,BMW,True
TEST_00623,V90_크로스컨트리_2018_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_00624,더_뉴_K7_2013_2016,기아,기아,True
TEST_00625,더_뉴_카니발_2019_2020,기아,기아,True
TEST_00626,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_00627,AMG_GT_2016_2024,벤츠,벤츠,True
TEST_00628,QM3_2014_2017,일본/프랑스,일본/프랑스,True
TEST_00629,레니게이드_2015_2017,미국,미국,True
TEST_00630,올란도_2012_2018,미국,미국,True
TEST_00631,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_00632,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_00633,더_뉴_투싼_NX4_2023_2025,현대,현대,True
TEST_00634,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_00635,CLS_클래스_C257_2019_2023,벤츠,벤츠,True
TEST_00636,뉴_A6_2015_2018,기타 독일차,기타 독일차,True
TEST_00637,쏘나타_뉴_라이즈_2018_2019,현대,현대,True
TEST_00638,그랜저_HG_2015_2017,현대,현대,True
TEST_00639,6시리즈_GT_G32_2021_2024,BMW,BMW,True
TEST_00640,EV9_2024_2025,기아,기아,True
TEST_00641,2시리즈_액티브_투어러_F45_2019_2021,BMW,BMW,True
TEST_00642,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_00643,G90_2019_2022,제네시스,제네시스,True
TEST_00644,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_00645,더_뉴_모하비_2017_2019,기아,기아,True
TEST_00646,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_00647,베뉴_2020_2024,현대,현대,True
TEST_00648,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_00649,아이오닉6_2023_2025,현대,현대,True
TEST_00650,더_뉴_말리부_2019_2022,미국,미국,True
TEST_00651,SM7_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_00652,3008_2세대_2018_2023,기타,기타,True
TEST_00653,X4_G02_2022_2025,BMW,BMW,True
TEST_00654,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_00655,M2_F87_2016_2021,BMW,BMW,True
TEST_00656,X6_F16_2015_2019,BMW,BMW,True
TEST_00657,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_00658,에쿠스_신형_2010_2015,현대,현대,True
TEST_00659,모델_3_2024_2025,미국,미국,True
TEST_00660,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_00661,911_2003_2019,기타 독일차,기타 독일차,True
TEST_00662,V40_2015_2018,유럽 프리미엄,유럽 프리미엄,True
TEST_00663,더_뉴_카니발_4세대_2024_2025,기아,기아,True
TEST_00664,CT6_2016_2018,미국,미국,True
TEST_00665,GLA_클래스_H247_2020_2025,벤츠,벤츠,True
TEST_00666,뉴쏘렌토_R_2013_2014,기아,기아,True
TEST_00667,6시리즈_GT_G32_2021_2024,BMW,BMW,True
TEST_00668,아슬란_2015_2018,현대,현대,True
TEST_00669,그랜저_HG_2015_2017,현대,현대,True
TEST_00670,GLA_클래스_X156_2015_2019,벤츠,벤츠,True
TEST_00671,X4_G02_2022_2025,BMW,BMW,True
TEST_00672,싼타페_더_프라임_2016_2018,현대,현대,True
TEST_00673,EQ900_2016_2018,제네시스,제네시스,True
TEST_00674,프리우스_4세대_2019_2022,일본/프랑스,일본/프랑스,True
TEST_00675,마칸_2014_2018,기타 독일차,기타 독일차,True
TEST_00676,GLA_클래스_H247_2020_2025,벤츠,벤츠,True
TEST_00677,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_00678,그랜저_IG_2017_2019,현대,현대,True
TEST_00679,콰트로포르테_2014_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_00680,E_클래스_W213_2017_2020,벤츠,벤츠,True
TEST_00681,코나_SX2_2023_2025,현대,현대,True
TEST_00682,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_00683,아반떼_CN7_2021_2023,현대,현대,True
TEST_00684,X1_F48_2016_2019,BMW,BMW,True
TEST_00685,더_뉴_그랜저_IG_2020_2023,현대,현대,True
TEST_00686,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_00687,X1_U11_2023_2024,BMW,BMW,True
TEST_00688,뉴_MKZ_2017_2020,미국,미국,True
TEST_00689,쏘나타_DN8_2020_2023,현대,현대,True
TEST_00690,엑센트_신형_2011_2019,현대,현대,True
TEST_00691,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_00692,디펜더_L663_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_00693,올_뉴_말리부_2017_2018,유럽 프리미엄,미국,False
TEST_00694,셀토스_2020_2023,기아,기아,True
TEST_00695,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_00696,G80_2017_2020,제네시스,제네시스,True
TEST_00697,아이오닉6_2023_2025,현대,현대,True
TEST_00698,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_00699,뷰티풀_코란도_2019_2024,기타,기타,True
TEST_00700,더_기아_레이_EV_2024_2025,기아,기아,True
TEST_00701,스포티지_4세대_2016_2018,기아,기아,True
TEST_00702,코세어_2020_2022,미국,미국,True
TEST_00703,싼타페_TM_2019_2020,현대,현대,True
TEST_00704,All_New_XJ_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00705,벨로스터_JS_2018_2020,현대,현대,True
TEST_00706,F_PACE_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_00707,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00708,아반떼_AD_2016_2018,현대,현대,True
TEST_00709,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_00710,EV6_2022_2024,기아,기아,True
TEST_00711,QX60_2016_2018,일본/프랑스,일본/프랑스,True
TEST_00712,더_뉴_렉스턴_스포츠_칸_2021_2025,기타,기타,True
TEST_00713,3시리즈_GT_F34_2014_2021,BMW,BMW,True
TEST_00714,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_00715,마칸_2019_2021,기타 독일차,기타 독일차,True
TEST_00716,X1_F48_2020_2022,BMW,BMW,True
TEST_00717,레인지로버_4세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00718,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_00719,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_00720,티구안_올스페이스_2018_2023,기타 독일차,기타 독일차,True
TEST_00721,GLC_클래스_X253_2020_2022,벤츠,벤츠,True
TEST_00722,마칸_2014_2018,기타 독일차,기타 독일차,True
TEST_00723,올_뉴_투싼_TL_2019_2020,현대,현대,True
TEST_00724,더_뉴_그랜저_IG_2020_2023,현대,현대,True
TEST_00725,그랜드카니발_2006_2010,기아,기아,True
TEST_00726,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_00727,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_00728,GLA_클래스_X156_2015_2019,벤츠,벤츠,True
TEST_00729,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_00730,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_00731,뷰티풀_코란도_2019_2024,기타,기타,True
TEST_00732,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_00733,말리부_2012_2016,미국,미국,True
TEST_00734,EQA_H243_2021_2024,벤츠,벤츠,True
